Data,ID Canal de Venda,Situação,Opção de Compra,ID Cliente,Canal de Venda
11/01/2025,1,N,U,2,Direta
11/01/2025,1,C,U,5,Direta
11/01/2025,2,N,A,17,Distribuidor
11/01/2025,2,C,U,6,Distribuidor
11/01/2025,2,N,A,4,Distribuidor
11/01/2025,2,N,U,9,Distribuidor
11/01/2025,1,N,U,6,Direta
12/01/2025,1,N,U,5,Direta
12/01/2025,1,N,U,4,Direta
12/01/2025,1,N,U,11,Direta
12/01/2025,1,N,U,3,Direta
12/01/2025,1,N,A,8,Direta
12/01/2025,1,N,A,7,Direta
12/01/2025,2,N,U,13,Distribuidor
12/01/2025,1,N,U,12,Direta
12/01/2025,2,N,U,8,Distribuidor
12/01/2025,1,N,U,1,Direta
12/01/2025,2,N,U,12,Distribuidor
12/01/2025,1,N,U,16,Direta
12/01/2025,2,N,U,1,Distribuidor
13/01/2025,2,N,U,15,Distribuidor
13/01/2025,2,N,U,1,Distribuidor
13/01/2025,2,N,U,18,Distribuidor
13/01/2025,1,N,U,2,Direta
13/01/2025,2,N,A,12,Distribuidor
13/01/2025,2,N,U,8,Distribuidor
13/01/2025,1,N,U,17,Direta
13/01/2025,2,N,U,18,Distribuidor
13/01/2025,1,N,U,7,Direta
13/01/2025,1,N,U,6,Direta
13/01/2025,2,N,U,12,Distribuidor
13/01/2025,2,N,U,13,Distribuidor
13/01/2025,2,N,U,16,Distribuidor
13/01/2025,2,N,U,16,Distribuidor
13/01/2025,2,N,U,9,Distribuidor
13/01/2025,1,N,U,1,Direta
13/01/2025,2,N,U,6,Distribuidor
14/01/2025,1,N,U,13,Direta
14/01/2025,1,N,A,11,Direta
14/01/2025,1,N,U,16,Direta
14/01/2025,1,N,U,2,Direta
14/01/2025,2,N,A,14,Distribuidor
14/01/2025,1,N,U,11,Direta
14/01/2025,1,C,U,6,Direta
15/01/2025,1,C,A,10,Direta
15/01/2025,2,N,U,8,Distribuidor
15/01/2025,2,N,U,9,Distribuidor
15/01/2025,2,N,A,4,Distribuidor
15/01/2025,2,N,U,12,Distribuidor
15/01/2025,1,N,U,6,Direta
15/01/2025,2,N,U,11,Distribuidor
15/01/2025,1,N,U,6,Direta
15/01/2025,2,N,U,7,Distribuidor
16/01/2025,2,N,A,4,Distribuidor
16/01/2025,2,N,U,11,Distribuidor
16/01/2025,2,N,U,12,Distribuidor
16/01/2025,1,N,A,17,Direta
16/01/2025,1,N,U,1,Direta
16/01/2025,2,N,U,4,Distribuidor
16/01/2025,2,N,A,12,Distribuidor
16/01/2025,1,N,A,8,Direta
16/01/2025,2,N,U,13,Distribuidor
16/01/2025,2,N,U,10,Distribuidor
17/01/2025,1,N,A,10,Direta
17/01/2025,1,N,A,4,Direta
17/01/2025,1,N,U,5,Direta
17/01/2025,2,N,U,8,Distribuidor
17/01/2025,1,N,A,12,Direta
17/01/2025,1,N,U,1,Direta
17/01/2025,2,N,U,3,Distribuidor
17/01/2025,2,N,A,13,Distribuidor
17/01/2025,1,N,A,17,Direta
17/01/2025,1,N,U,6,Direta
17/01/2025,2,N,A,14,Distribuidor
17/01/2025,2,N,U,15,Distribuidor
17/01/2025,2,N,U,12,Distribuidor
17/01/2025,2,N,U,11,Distribuidor
17/01/2025,1,N,A,16,Direta
18/01/2025,1,N,U,11,Direta
18/01/2025,1,N,A,7,Direta
18/01/2025,1,N,U,2,Direta
18/01/2025,2,N,A,6,Distribuidor
18/01/2025,1,N,U,17,Direta
18/01/2025,2,N,U,4,Distribuidor
18/01/2025,2,N,U,18,Distribuidor
18/01/2025,1,N,U,9,Direta
18/01/2025,2,N,U,9,Distribuidor
18/01/2025,1,C,U,18,Direta
18/01/2025,2,N,U,6,Distribuidor
18/01/2025,2,N,A,15,Distribuidor
18/01/2025,2,N,A,11,Distribuidor
18/01/2025,1,N,U,5,Direta
19/01/2025,2,N,U,4,Distribuidor
19/01/2025,2,N,U,14,Distribuidor
19/01/2025,1,N,U,13,Direta
19/01/2025,2,C,A,15,Distribuidor
19/01/2025,2,C,A,13,Distribuidor
19/01/2025,1,N,A,14,Direta
19/01/2025,2,N,U,6,Distribuidor
19/01/2025,2,N,U,3,Distribuidor
19/01/2025,1,N,A,5,Direta
19/01/2025,1,N,A,13,Direta
19/01/2025,1,N,U,11,Direta
19/01/2025,1,N,A,6,Direta
19/01/2025,1,N,U,7,Direta
19/01/2025,1,N,U,1,Direta
20/01/2025,1,N,U,14,Direta
20/01/2025,1,N,U,4,Direta
20/01/2025,1,N,U,15,Direta
20/01/2025,2,N,U,12,Distribuidor
20/01/2025,1,N,A,2,Direta
20/01/2025,1,N,U,10,Direta
20/01/2025,2,N,U,14,Distribuidor
20/01/2025,2,N,U,5,Distribuidor
20/01/2025,2,N,U,17,Distribuidor
20/01/2025,1,N,U,18,Direta
20/01/2025,2,N,U,3,Distribuidor
21/01/2025,1,N,U,7,Direta
21/01/2025,1,N,A,14,Direta
21/01/2025,1,N,U,16,Direta
21/01/2025,1,N,U,12,Direta
21/01/2025,1,N,U,16,Direta
21/01/2025,1,N,U,7,Direta
21/01/2025,1,N,U,11,Direta
21/01/2025,2,N,A,3,Distribuidor
21/01/2025,2,N,A,11,Distribuidor
21/01/2025,1,C,U,7,Direta
21/01/2025,1,N,U,1,Direta
21/01/2025,1,N,A,1,Direta
21/01/2025,1,N,A,7,Direta
22/01/2025,1,N,U,8,Direta
22/01/2025,2,N,U,11,Distribuidor
22/01/2025,2,N,U,13,Distribuidor
22/01/2025,2,N,A,6,Distribuidor
22/01/2025,1,N,A,9,Direta
22/01/2025,1,N,A,18,Direta
22/01/2025,2,N,A,5,Distribuidor
22/01/2025,1,N,A,6,Direta
22/01/2025,1,N,U,3,Direta
22/01/2025,1,N,A,14,Direta
22/01/2025,2,N,U,9,Distribuidor
22/01/2025,1,N,U,17,Direta
23/01/2025,1,N,U,8,Direta
23/01/2025,1,N,U,17,Direta
23/01/2025,2,N,U,5,Distribuidor
23/01/2025,2,N,U,1,Distribuidor
23/01/2025,2,N,U,6,Distribuidor
23/01/2025,1,N,U,9,Direta
23/01/2025,2,N,U,7,Distribuidor
23/01/2025,2,N,U,11,Distribuidor
23/01/2025,2,N,U,14,Distribuidor
23/01/2025,2,N,U,15,Distribuidor
23/01/2025,1,N,A,13,Direta
23/01/2025,1,N,U,4,Direta
23/01/2025,2,N,U,15,Distribuidor
23/01/2025,2,N,A,18,Distribuidor
23/01/2025,2,N,U,3,Distribuidor
24/01/2025,2,N,U,16,Distribuidor
24/01/2025,2,N,A,9,Distribuidor
24/01/2025,2,N,U,12,Distribuidor
24/01/2025,1,N,U,13,Direta
24/01/2025,2,N,A,2,Distribuidor
24/01/2025,1,N,A,15,Direta
24/01/2025,1,N,U,2,Direta
24/01/2025,2,N,U,17,Distribuidor
25/01/2025,1,C,A,18,Direta
25/01/2025,2,N,U,5,Distribuidor
25/01/2025,1,N,U,16,Direta
25/01/2025,1,N,U,13,Direta
25/01/2025,2,N,U,15,Distribuidor
25/01/2025,1,N,A,13,Direta
25/01/2025,2,N,U,9,Distribuidor
25/01/2025,1,N,U,9,Direta
25/01/2025,2,N,U,12,Distribuidor
26/01/2025,1,N,U,7,Direta
26/01/2025,1,N,U,4,Direta
26/01/2025,2,N,U,16,Distribuidor
26/01/2025,1,C,A,3,Direta
26/01/2025,2,N,U,13,Distribuidor
26/01/2025,2,C,U,13,Distribuidor
26/01/2025,2,N,A,3,Distribuidor
26/01/2025,2,N,U,13,Distribuidor
26/01/2025,1,N,U,1,Direta
26/01/2025,2,N,A,4,Distribuidor
26/01/2025,1,N,A,3,Direta
26/01/2025,1,N,U,1,Direta
26/01/2025,2,N,U,8,Distribuidor
26/01/2025,1,N,U,8,Direta
26/01/2025,2,N,U,1,Distribuidor
26/01/2025,1,N,A,13,Direta
26/01/2025,2,N,U,12,Distribuidor
26/01/2025,1,N,A,17,Direta
26/01/2025,1,N,A,16,Direta
26/01/2025,1,N,A,9,Direta
26/01/2025,1,N,U,10,Direta
26/01/2025,2,N,U,13,Distribuidor
27/01/2025,2,C,U,2,Distribuidor
27/01/2025,1,N,A,18,Direta
27/01/2025,1,N,U,16,Direta
27/01/2025,2,N,A,10,Distribuidor
27/01/2025,1,N,A,1,Direta
27/01/2025,2,N,A,17,Distribuidor
27/01/2025,2,N,A,5,Distribuidor
27/01/2025,1,N,U,3,Direta
27/01/2025,1,N,U,4,Direta
27/01/2025,1,N,U,5,Direta
28/01/2025,1,N,U,6,Direta
28/01/2025,2,N,U,1,Distribuidor
28/01/2025,2,N,U,5,Distribuidor
28/01/2025,2,N,U,6,Distribuidor
28/01/2025,1,N,U,14,Direta
28/01/2025,2,N,A,12,Distribuidor
28/01/2025,1,N,U,5,Direta
28/01/2025,1,N,U,4,Direta
28/01/2025,2,N,A,3,Distribuidor
28/01/2025,2,N,U,13,Distribuidor
28/01/2025,1,C,U,4,Direta
29/01/2025,1,N,U,2,Direta
29/01/2025,1,N,U,11,Direta
29/01/2025,1,N,A,1,Direta
29/01/2025,2,N,U,1,Distribuidor
29/01/2025,2,N,A,4,Distribuidor
29/01/2025,1,N,U,9,Direta
29/01/2025,2,N,A,13,Distribuidor
29/01/2025,1,N,U,7,Direta
29/01/2025,2,N,U,7,Distribuidor
29/01/2025,2,N,A,7,Distribuidor
29/01/2025,2,N,U,11,Distribuidor
29/01/2025,1,N,A,17,Direta
29/01/2025,2,N,U,10,Distribuidor
29/01/2025,1,N,A,2,Direta
29/01/2025,1,N,U,16,Direta
29/01/2025,2,N,U,10,Distribuidor
30/01/2025,2,N,A,6,Distribuidor
30/01/2025,1,N,U,15,Direta
30/01/2025,1,N,U,18,Direta
30/01/2025,1,N,A,4,Direta
30/01/2025,1,N,U,2,Direta
30/01/2025,2,N,U,6,Distribuidor
30/01/2025,2,N,A,13,Distribuidor
30/01/2025,2,N,U,11,Distribuidor
30/01/2025,1,N,A,6,Direta
30/01/2025,1,N,U,3,Direta
30/01/2025,1,N,U,11,Direta
30/01/2025,2,N,U,1,Distribuidor
30/01/2025,1,N,U,3,Direta
30/01/2025,1,N,A,1,Direta
30/01/2025,1,N,A,14,Direta
30/01/2025,1,N,U,1,Direta
31/01/2025,1,N,U,5,Direta
31/01/2025,1,N,U,8,Direta
31/01/2025,1,N,A,14,Direta
31/01/2025,2,N,A,14,Distribuidor
31/01/2025,2,N,U,13,Distribuidor
31/01/2025,1,N,A,10,Direta
31/01/2025,1,N,U,4,Direta
31/01/2025,2,N,U,5,Distribuidor
31/01/2025,1,N,U,3,Direta
31/01/2025,2,N,A,4,Distribuidor
31/01/2025,1,N,U,11,Direta
31/01/2025,2,N,A,15,Distribuidor
01/02/2025,1,N,U,12,Direta
01/02/2025,2,N,U,1,Distribuidor
01/02/2025,2,N,U,4,Distribuidor
01/02/2025,2,N,U,10,Distribuidor
01/02/2025,2,N,U,10,Distribuidor
01/02/2025,2,N,U,5,Distribuidor
01/02/2025,1,N,A,18,Direta
01/02/2025,2,N,A,4,Distribuidor
01/02/2025,2,N,U,4,Distribuidor
01/02/2025,1,N,U,6,Direta
01/02/2025,2,N,A,8,Distribuidor
01/02/2025,1,N,U,3,Direta
01/02/2025,1,N,A,7,Direta
02/02/2025,1,N,U,7,Direta
02/02/2025,2,N,U,4,Distribuidor
02/02/2025,1,N,U,16,Direta
02/02/2025,2,C,A,18,Distribuidor
02/02/2025,2,N,U,17,Distribuidor
02/02/2025,2,N,U,10,Distribuidor
02/02/2025,2,N,U,11,Distribuidor
02/02/2025,2,N,U,17,Distribuidor
02/02/2025,1,N,U,16,Direta
02/02/2025,1,N,U,11,Direta
02/02/2025,1,N,U,11,Direta
02/02/2025,1,N,A,13,Direta
03/02/2025,1,N,U,18,Direta
03/02/2025,2,N,U,6,Distribuidor
03/02/2025,1,N,U,17,Direta
03/02/2025,2,N,A,16,Distribuidor
03/02/2025,2,N,U,2,Distribuidor
03/02/2025,1,N,A,7,Direta
03/02/2025,1,C,A,14,Direta
03/02/2025,1,N,A,4,Direta
03/02/2025,2,N,U,11,Distribuidor
03/02/2025,1,N,U,1,Direta
03/02/2025,1,N,A,15,Direta
03/02/2025,1,N,U,3,Direta
03/02/2025,1,N,U,6,Direta
03/02/2025,1,N,U,18,Direta
03/02/2025,1,C,A,18,Direta
03/02/2025,1,N,A,14,Direta
03/02/2025,1,N,A,17,Direta
03/02/2025,1,N,A,4,Direta
03/02/2025,1,N,U,7,Direta
03/02/2025,1,N,A,1,Direta
04/02/2025,1,N,U,3,Direta
04/02/2025,1,N,U,11,Direta
04/02/2025,2,C,U,7,Distribuidor
04/02/2025,1,N,U,8,Direta
04/02/2025,2,N,U,6,Distribuidor
04/02/2025,1,N,U,10,Direta
04/02/2025,2,N,U,15,Distribuidor
04/02/2025,1,N,A,7,Direta
04/02/2025,2,N,A,10,Distribuidor
04/02/2025,1,N,U,18,Direta
04/02/2025,1,N,U,9,Direta
04/02/2025,2,N,U,3,Distribuidor
04/02/2025,2,N,U,10,Distribuidor
04/02/2025,2,N,U,14,Distribuidor
04/02/2025,1,N,A,17,Direta
05/02/2025,2,C,A,4,Distribuidor
05/02/2025,2,N,U,4,Distribuidor
05/02/2025,1,N,U,11,Direta
05/02/2025,2,N,A,17,Distribuidor
05/02/2025,2,N,A,10,Distribuidor
05/02/2025,1,N,A,16,Direta
05/02/2025,2,N,A,3,Distribuidor
05/02/2025,1,N,A,4,Direta
05/02/2025,1,N,A,9,Direta
05/02/2025,2,N,U,12,Distribuidor
06/02/2025,1,N,U,10,Direta
06/02/2025,2,N,A,11,Distribuidor
06/02/2025,1,N,U,3,Direta
06/02/2025,2,N,U,14,Distribuidor
06/02/2025,2,N,U,12,Distribuidor
06/02/2025,2,N,U,10,Distribuidor
06/02/2025,1,N,A,8,Direta
06/02/2025,1,N,A,16,Direta
06/02/2025,1,N,U,17,Direta
06/02/2025,2,N,U,6,Distribuidor
06/02/2025,1,N,A,6,Direta
06/02/2025,1,N,A,9,Direta
06/02/2025,1,N,U,17,Direta
06/02/2025,1,N,U,8,Direta
06/02/2025,2,N,U,14,Distribuidor
06/02/2025,1,N,A,17,Direta
06/02/2025,2,N,A,11,Distribuidor
06/02/2025,2,N,A,10,Distribuidor
06/02/2025,2,N,U,11,Distribuidor
07/02/2025,1,C,A,11,Direta
07/02/2025,1,N,U,5,Direta
07/02/2025,1,N,U,17,Direta
07/02/2025,2,N,U,5,Distribuidor
07/02/2025,1,N,U,14,Direta
07/02/2025,1,N,U,16,Direta
07/02/2025,2,N,U,12,Distribuidor
07/02/2025,1,N,A,15,Direta
07/02/2025,2,N,U,14,Distribuidor
07/02/2025,2,N,A,9,Distribuidor
07/02/2025,2,N,U,6,Distribuidor
07/02/2025,2,N,U,4,Distribuidor
07/02/2025,2,C,U,7,Distribuidor
07/02/2025,1,N,U,18,Direta
07/02/2025,2,N,A,15,Distribuidor
07/02/2025,1,N,A,8,Direta
07/02/2025,2,N,U,4,Distribuidor
07/02/2025,2,N,A,10,Distribuidor
07/02/2025,1,N,U,6,Direta
07/02/2025,2,N,U,16,Distribuidor
07/02/2025,2,N,U,12,Distribuidor
07/02/2025,1,N,A,15,Direta
07/02/2025,1,N,U,12,Direta
07/02/2025,2,N,A,2,Distribuidor
07/02/2025,1,C,U,15,Direta
07/02/2025,2,N,U,18,Distribuidor
07/02/2025,2,N,A,17,Distribuidor
08/02/2025,2,N,A,4,Distribuidor
08/02/2025,1,N,A,4,Direta
08/02/2025,1,N,U,5,Direta
08/02/2025,1,N,A,9,Direta
08/02/2025,1,N,A,5,Direta
08/02/2025,2,N,U,18,Distribuidor
08/02/2025,2,N,U,4,Distribuidor
08/02/2025,1,N,U,15,Direta
08/02/2025,1,N,U,2,Direta
08/02/2025,1,N,A,4,Direta
08/02/2025,2,N,U,7,Distribuidor
08/02/2025,1,N,A,1,Direta
08/02/2025,1,C,A,16,Direta
08/02/2025,2,C,U,5,Distribuidor
08/02/2025,1,N,U,11,Direta
09/02/2025,1,N,U,6,Direta
09/02/2025,1,N,U,6,Direta
09/02/2025,2,N,A,18,Distribuidor
09/02/2025,2,N,U,14,Distribuidor
09/02/2025,1,N,A,8,Direta
09/02/2025,2,N,A,4,Distribuidor
09/02/2025,2,N,U,1,Distribuidor
09/02/2025,2,N,A,18,Distribuidor
09/02/2025,2,N,A,12,Distribuidor
09/02/2025,2,N,U,12,Distribuidor
09/02/2025,2,N,U,5,Distribuidor
09/02/2025,2,N,A,10,Distribuidor
09/02/2025,1,C,U,12,Direta
09/02/2025,1,N,A,15,Direta
09/02/2025,2,N,U,1,Distribuidor
09/02/2025,1,N,U,18,Direta
09/02/2025,1,N,U,2,Direta
09/02/2025,1,N,U,4,Direta
09/02/2025,2,N,U,8,Distribuidor
09/02/2025,1,N,U,14,Direta
10/02/2025,2,N,U,8,Distribuidor
10/02/2025,1,C,A,6,Direta
10/02/2025,1,N,A,12,Direta
10/02/2025,2,N,U,4,Distribuidor
10/02/2025,2,N,U,4,Distribuidor
10/02/2025,1,N,U,4,Direta
10/02/2025,1,N,A,9,Direta
10/02/2025,2,N,U,6,Distribuidor
10/02/2025,1,N,A,9,Direta
10/02/2025,2,N,A,16,Distribuidor
10/02/2025,2,N,U,5,Distribuidor
10/02/2025,2,N,U,11,Distribuidor
10/02/2025,2,N,A,13,Distribuidor
10/02/2025,2,N,A,6,Distribuidor
10/02/2025,2,N,A,5,Distribuidor
10/02/2025,2,N,U,3,Distribuidor
11/02/2025,2,N,A,16,Distribuidor
11/02/2025,1,C,A,15,Direta
11/02/2025,1,N,U,3,Direta
11/02/2025,1,N,A,3,Direta
11/02/2025,1,N,A,8,Direta
11/02/2025,1,N,U,6,Direta
11/02/2025,2,N,A,9,Distribuidor
11/02/2025,1,C,A,11,Direta
11/02/2025,2,N,U,1,Distribuidor
11/02/2025,2,N,U,9,Distribuidor
11/02/2025,2,N,A,15,Distribuidor
11/02/2025,2,N,U,6,Distribuidor
11/02/2025,2,N,U,13,Distribuidor
11/02/2025,1,N,A,12,Direta
12/02/2025,1,N,A,13,Direta
12/02/2025,2,N,A,6,Distribuidor
12/02/2025,1,N,U,5,Direta
12/02/2025,2,N,A,7,Distribuidor
12/02/2025,1,N,A,5,Direta
12/02/2025,2,N,U,3,Distribuidor
12/02/2025,2,N,A,2,Distribuidor
12/02/2025,1,N,U,8,Direta
12/02/2025,1,C,A,14,Direta
12/02/2025,2,N,U,4,Distribuidor
12/02/2025,2,N,U,12,Distribuidor
12/02/2025,2,N,U,8,Distribuidor
12/02/2025,2,N,U,6,Distribuidor
12/02/2025,1,N,A,15,Direta
12/02/2025,2,N,U,17,Distribuidor
13/02/2025,2,N,U,15,Distribuidor
13/02/2025,1,N,A,5,Direta
13/02/2025,2,N,U,6,Distribuidor
13/02/2025,1,N,U,8,Direta
13/02/2025,1,N,U,15,Direta
13/02/2025,1,N,A,12,Direta
13/02/2025,1,N,U,9,Direta
13/02/2025,1,N,U,18,Direta
13/02/2025,1,N,U,1,Direta
13/02/2025,2,N,A,18,Distribuidor
13/02/2025,1,N,U,5,Direta
13/02/2025,2,N,U,8,Distribuidor
13/02/2025,2,N,A,18,Distribuidor
13/02/2025,2,N,A,2,Distribuidor
13/02/2025,2,N,U,14,Distribuidor
13/02/2025,1,N,U,10,Direta
13/02/2025,1,N,A,12,Direta
13/02/2025,1,N,U,15,Direta
14/02/2025,2,N,U,12,Distribuidor
14/02/2025,2,N,U,13,Distribuidor
14/02/2025,2,N,U,8,Distribuidor
14/02/2025,1,N,U,9,Direta
14/02/2025,1,N,A,7,Direta
14/02/2025,2,N,U,4,Distribuidor
14/02/2025,1,N,U,17,Direta
14/02/2025,1,N,A,15,Direta
14/02/2025,2,N,U,16,Distribuidor
15/02/2025,1,N,U,14,Direta
15/02/2025,1,N,U,15,Direta
15/02/2025,1,N,A,10,Direta
15/02/2025,2,N,A,13,Distribuidor
15/02/2025,1,N,U,8,Direta
15/02/2025,2,N,A,16,Distribuidor
15/02/2025,1,N,U,1,Direta
15/02/2025,1,N,U,12,Direta
15/02/2025,2,N,A,6,Distribuidor
15/02/2025,1,N,A,2,Direta
15/02/2025,2,C,A,17,Distribuidor
15/02/2025,1,N,U,16,Direta
16/02/2025,2,N,A,1,Distribuidor
16/02/2025,2,N,A,12,Distribuidor
16/02/2025,1,N,U,13,Direta
16/02/2025,1,N,U,3,Direta
16/02/2025,2,N,U,10,Distribuidor
16/02/2025,2,N,U,14,Distribuidor
16/02/2025,2,N,A,16,Distribuidor
16/02/2025,1,N,A,11,Direta
16/02/2025,1,N,U,3,Direta
16/02/2025,1,N,U,6,Direta
16/02/2025,2,N,U,8,Distribuidor
17/02/2025,2,N,U,6,Distribuidor
17/02/2025,1,N,U,6,Direta
17/02/2025,2,N,U,11,Distribuidor
17/02/2025,1,N,A,9,Direta
17/02/2025,2,C,A,2,Distribuidor
17/02/2025,2,N,A,14,Distribuidor
17/02/2025,1,N,U,14,Direta
17/02/2025,2,N,U,7,Distribuidor
17/02/2025,2,N,A,1,Distribuidor
17/02/2025,1,N,U,10,Direta
17/02/2025,2,N,A,13,Distribuidor
17/02/2025,1,N,U,17,Direta
17/02/2025,1,N,U,9,Direta
18/02/2025,2,N,U,15,Distribuidor
18/02/2025,1,N,U,16,Direta
18/02/2025,2,N,U,5,Distribuidor
18/02/2025,2,N,A,11,Distribuidor
18/02/2025,1,N,A,5,Direta
18/02/2025,2,N,A,11,Distribuidor
