index,Data,ID Produto,ID Cliente,Preço,Preço Unitário,Quantidade,Situação,ID Canal de Venda,ID Vendedor
34,18/6/2025,1,15,23.44,28.13,119,N,2,9
35,17/3/2025,1,10,23.44,28.13,116,N,1,7
36,11/6/2025,1,14,23.44,28.13,92,N,1,9
37,20/12/2025,1,9,23.44,28.13,116,N,2,9
38,15/6/2025,1,12,23.44,28.13,115,N,1,9
39,22/7/2025,1,7,23.44,28.13,141,N,1,5
40,24/4/2025,1,15,23.44,28.13,100,N,2,2
41,16/1/2025,1,4,23.44,28.13,110,N,2,8
42,27/2/2025,1,15,23.44,28.13,94,N,1,8
43,18/1/2025,1,11,23.44,28.13,44,N,1,4
44,4/3/2025,1,10,23.44,28.13,77,N,2,1
45,5/12/2025,1,4,23.44,28.13,84,N,1,1
46,20/10/2025,1,13,23.44,28.13,21,N,1,10
47,22/4/2025,1,17,23.44,28.13,37,N,2,1
48,26/10/2025,1,14,23.44,28.13,111,N,2,9
49,23/9/2025,1,14,23.44,28.13,38,N,1,10
50,20/9/2025,1,18,23.44,28.13,113,N,2,3
51,22/9/2025,1,6,23.44,28.13,88,N,2,6
52,5/7/2025,1,13,23.44,28.13,67,C,1,7
53,29/1/2025,1,2,23.44,28.13,50,N,1,1
54,12/9/2025,1,2,23.44,28.13,10,N,1,5
55,19/4/2025,1,17,23.44,28.13,137,N,2,10
56,17/10/2025,1,15,23.44,28.13,81,N,1,2
57,7/1/2025,1,5,23.44,28.13,142,N,1,8
58,20/10/2025,1,7,23.44,28.13,73,N,2,1
59,4/1/2025,1,11,23.44,28.13,34,N,2,8
60,29/5/2025,1,11,23.44,28.13,57,N,1,1
61,20/5/2025,1,5,23.44,28.13,103,N,2,1
62,21/10/2025,1,2,23.44,28.13,149,N,1,7
63,16/10/2025,1,18,23.44,28.13,122,N,2,5
64,30/5/2025,1,11,23.44,28.13,7,N,2,2
65,17/4/2025,1,1,23.44,28.13,105,N,2,1
66,30/5/2025,1,9,23.44,28.13,32,N,1,3
67,10/4/2025,1,17,23.44,28.13,65,N,2,5
68,10/4/2025,1,17,23.44,28.13,148,N,2,5
69,24/8/2025,1,11,23.44,28.13,90,N,1,4
70,7/8/2025,1,3,23.44,28.13,113,N,1,3
71,2/2/2025,1,7,23.44,28.13,92,N,1,6
72,5/11/2025,1,10,23.44,28.13,105,N,2,10
73,28/6/2025,1,15,23.44,28.13,46,N,1,7
74,4/10/2025,1,4,23.44,28.13,23,N,1,8
75,27/11/2025,1,11,23.44,28.13,129,N,2,10
76,15/12/2025,1,12,23.44,28.13,122,N,2,4
77,17/11/2025,1,3,23.44,28.13,3,N,2,5
78,14/1/2025,1,13,23.44,28.13,29,N,1,2
79,18/12/2025,1,4,23.44,28.13,20,N,1,2
80,11/4/2025,1,13,23.44,28.13,64,N,2,5
81,24/10/2025,1,15,23.44,28.13,114,N,1,6
82,21/3/2025,1,11,23.44,28.13,114,N,1,5
83,18/4/2025,1,6,23.44,28.13,138,N,2,8
84,30/7/2025,1,9,23.44,28.13,104,N,1,5
85,27/4/2025,1,6,23.44,28.13,142,N,1,3
86,26/2/2025,1,1,23.44,28.13,70,N,1,9
87,20/12/2025,1,5,23.44,28.13,114,N,2,9
88,2/4/2025,1,18,23.44,28.13,113,N,2,1
89,28/2/2025,1,2,23.44,28.13,62,C,2,10
90,27/11/2025,1,13,23.44,28.13,4,N,2,9
91,26/2/2025,1,17,23.44,28.13,80,N,2,3
92,29/6/2025,1,16,23.44,28.13,78,N,2,1
93,22/12/2025,1,11,23.44,28.13,67,N,1,8
94,11/7/2025,1,12,23.44,28.13,77,N,2,1
95,10/6/2025,1,13,23.44,28.13,23,N,2,5
96,24/2/2025,1,9,23.44,28.13,40,C,1,4
97,17/6/2025,1,5,23.44,28.13,10,N,1,1
98,15/2/2025,1,14,23.44,28.13,20,N,1,4
99,30/12/2025,1,1,23.44,28.13,9,N,1,8
100,6/8/2025,1,10,23.44,28.13,35,N,2,2
101,8/3/2025,1,16,23.44,28.13,8,N,1,7
102,9/1/2025,1,7,23.44,28.13,119,N,1,4
103,5/11/2025,1,15,23.44,28.13,133,N,1,6
104,27/4/2025,1,15,23.44,28.13,83,N,1,5
105,8/1/2025,1,12,23.44,28.13,70,N,1,6
106,23/4/2025,1,7,23.44,28.13,124,N,2,3
107,9/11/2025,1,16,23.44,28.13,67,N,1,9
108,25/1/2025,1,18,23.44,28.13,116,C,1,10
109,12/9/2025,1,11,23.44,28.13,95,N,1,7
110,21/4/2025,1,10,23.44,28.13,69,C,1,4
111,3/10/2025,1,5,23.44,28.13,36,N,1,6
112,20/9/2025,1,14,23.44,28.13,135,N,1,4
113,23/2/2025,1,11,23.44,28.13,64,N,2,1
114,12/8/2025,1,8,23.44,28.13,91,N,2,7
115,13/7/2025,1,8,23.44,28.13,131,N,2,8
116,4/10/2025,1,8,23.44,28.13,70,N,1,3
117,2/9/2025,1,17,23.44,28.13,65,N,1,6
118,30/4/2025,1,12,23.44,28.13,58,N,2,5
119,11/10/2025,1,12,23.44,28.13,104,N,2,6
120,18/5/2025,1,11,23.44,28.13,67,N,1,4
121,25/10/2025,1,4,23.44,28.13,120,N,1,3
122,11/9/2025,1,18,23.44,28.13,47,N,2,7
123,26/7/2025,1,2,23.44,28.13,44,N,2,5
124,11/11/2025,1,13,23.44,28.13,106,N,2,6
125,8/12/2025,1,1,23.44,28.13,65,N,2,6
126,10/6/2025,1,7,23.44,28.13,82,N,2,7
127,24/2/2025,1,10,23.44,28.13,109,N,2,9
128,26/1/2025,1,7,23.44,28.13,80,N,1,1
129,25/7/2025,1,10,23.44,28.13,73,C,2,10
130,23/1/2025,1,8,23.44,28.13,36,N,1,8
131,6/2/2025,1,10,23.44,28.13,98,N,1,10
132,5/3/2025,1,3,23.44,28.13,50,N,1,3
133,10/11/2025,1,9,23.44,28.13,102,N,2,3
134,16/6/2025,1,2,23.44,28.13,16,N,1,7
135,16/7/2025,1,15,23.44,28.13,42,N,1,5
136,7/7/2025,1,4,23.44,28.13,105,N,2,1
137,19/6/2025,1,18,23.44,28.13,147,N,2,9
138,13/3/2025,1,11,23.44,28.13,55,N,2,1
139,2/6/2025,1,7,23.44,28.13,20,N,1,9
140,25/2/2025,1,15,23.44,28.13,139,N,2,6
141,13/10/2025,1,8,23.44,28.13,30,N,1,8
142,5/2/2025,1,4,23.44,28.13,137,C,2,4
143,29/3/2025,1,18,23.44,28.13,79,N,2,1
144,7/5/2025,1,14,23.44,28.13,67,N,1,4
145,19/5/2025,1,3,23.44,28.13,38,C,1,9
146,2/6/2025,1,1,23.44,28.13,93,N,1,5
147,2/4/2025,1,7,23.44,28.13,115,N,2,4
148,23/4/2025,1,14,23.44,28.13,29,N,1,2
149,30/7/2025,1,14,23.44,28.13,118,N,1,7
150,9/5/2025,1,16,23.44,28.13,87,N,2,4
151,3/1/2025,1,17,23.44,28.13,90,N,1,4
152,22/8/2025,1,1,23.44,28.13,35,N,1,7
153,8/6/2025,1,12,23.44,28.13,57,N,2,8
154,27/2/2025,1,16,23.44,28.13,20,N,2,9
155,28/12/2025,1,4,23.44,28.13,20,N,2,5
156,21/6/2025,1,7,23.44,28.13,43,N,2,1
157,3/10/2025,1,10,23.44,28.13,66,C,1,4
158,1/8/2025,1,2,23.44,28.13,48,N,2,9
159,30/12/2025,1,15,23.44,28.13,20,N,2,5
160,6/8/2025,1,12,23.44,28.13,143,N,2,6
161,16/4/2025,1,3,23.44,28.13,80,N,2,4
162,23/8/2025,1,9,23.44,28.13,63,N,2,7
163,24/1/2025,1,16,23.44,28.13,51,N,2,3
164,29/9/2025,1,7,23.44,28.13,110,N,1,2
165,24/10/2025,1,13,23.44,28.13,117,N,2,3
166,7/3/2025,1,6,23.44,28.13,144,N,2,6
167,23/8/2025,1,12,23.44,28.13,133,N,1,5
168,3/9/2025,1,2,23.44,28.13,75,N,1,3
169,23/5/2025,1,9,23.44,28.13,46,N,2,4
170,27/12/2025,1,9,23.44,28.13,60,N,1,7
171,17/11/2025,1,5,23.44,28.13,97,N,1,6
172,26/12/2025,1,5,23.44,28.13,57,C,2,5
173,11/7/2025,1,3,23.44,28.13,146,N,2,6
174,2/7/2025,1,4,23.44,28.13,50,N,2,10
175,3/9/2025,1,13,23.44,28.13,4,N,2,7
176,5/5/2025,1,3,23.44,28.13,112,N,1,2
177,28/7/2025,1,15,23.44,28.13,110,N,1,7
178,22/6/2025,1,2,23.44,28.13,28,N,2,7
179,6/2/2025,1,11,23.44,28.13,148,N,2,1
180,21/12/2025,1,9,23.44,28.13,127,N,1,2
181,26/9/2025,1,5,23.44,28.13,78,N,2,4
182,6/8/2025,1,14,23.44,28.13,73,N,2,8
183,10/5/2025,1,17,23.44,28.13,16,N,1,1
184,24/11/2025,1,1,23.44,28.13,34,N,2,10
185,3/5/2025,1,3,23.44,28.13,77,N,2,10
186,26/7/2025,1,5,23.44,28.13,97,N,1,3
187,5/8/2025,1,14,23.44,28.13,13,N,2,5
188,3/11/2025,1,16,23.44,28.13,10,N,2,7
189,17/7/2025,1,18,23.44,28.13,76,N,1,10
190,22/3/2025,1,11,23.44,28.13,113,N,2,6
191,13/10/2025,1,14,23.44,28.13,61,N,1,2
192,18/2/2025,1,15,23.44,28.13,50,N,2,8
193,3/6/2025,1,9,23.44,28.13,113,N,1,9
194,10/2/2025,1,8,23.44,28.13,46,N,2,10
195,5/4/2025,1,16,23.44,28.13,131,N,1,7
196,18/6/2025,1,11,23.44,28.13,143,N,2,5
197,21/3/2025,1,5,23.44,28.13,38,N,1,7
198,3/2/2025,1,18,23.44,28.13,98,N,1,2
199,9/12/2025,1,6,23.44,28.13,62,N,1,6
200,18/1/2025,2,7,6.71,8.05,110,N,1,5
201,7/10/2025,2,8,6.71,8.05,129,N,1,7
202,7/11/2025,2,1,6.71,8.05,110,N,1,7
203,6/11/2025,2,12,6.71,8.05,40,N,1,2
204,28/8/2025,2,17,6.71,8.05,50,N,1,6
205,17/2/2025,2,6,6.71,8.05,6,N,2,2
206,16/8/2025,2,1,6.71,8.05,13,N,2,1
207,23/4/2025,2,17,6.71,8.05,48,N,1,6
208,15/3/2025,2,4,6.71,8.05,68,N,2,1
209,12/11/2025,2,8,6.71,8.05,54,N,2,6
210,27/3/2025,2,17,6.71,8.05,14,N,1,1
211,12/10/2025,2,15,6.71,8.05,10,N,1,7
212,9/10/2025,2,15,6.71,8.05,98,N,2,5
213,17/11/2025,2,8,6.71,8.05,32,N,1,2
214,16/11/2025,2,3,6.71,8.05,116,N,2,6
215,13/6/2025,2,5,6.71,8.05,52,N,1,9
216,13/1/2025,2,1,6.71,8.05,78,N,2,7
217,1/12/2025,2,16,6.71,8.05,109,C,2,8
218,9/12/2025,2,5,6.71,8.05,75,N,1,10
219,10/4/2025,2,17,6.71,8.05,38,N,2,2
220,1/8/2025,2,4,6.71,8.05,64,N,1,6
221,2/3/2025,2,15,6.71,8.05,115,N,2,1
222,28/3/2025,2,3,6.71,8.05,4,N,1,7
223,1/11/2025,2,3,6.71,8.05,67,N,2,2
224,9/5/2025,2,3,6.71,8.05,66,N,1,2
225,1/4/2025,2,8,6.71,8.05,58,N,2,4
226,14/12/2025,2,5,6.71,8.05,108,N,1,10
227,1/7/2025,2,10,6.71,8.05,106,N,2,9
228,18/5/2025,2,14,6.71,8.05,107,N,1,10
229,1/12/2025,2,12,6.71,8.05,78,N,1,2
230,9/11/2025,2,6,6.71,8.05,96,N,1,8
231,10/10/2025,2,16,6.71,8.05,86,N,1,10
232,10/11/2025,2,9,6.71,8.05,16,N,2,9
233,10/12/2025,2,11,6.71,8.05,92,N,2,3
234,24/4/2025,2,7,6.71,8.05,6,N,1,2
235,22/2/2025,2,2,6.71,8.05,109,N,1,8
236,4/10/2025,2,7,6.71,8.05,70,N,2,10
237,27/3/2025,2,12,6.71,8.05,25,N,1,3
238,18/9/2025,2,4,6.71,8.05,61,N,2,5
239,19/5/2025,2,16,6.71,8.05,40,N,2,3
240,10/11/2025,2,10,6.71,8.05,106,N,2,3
241,14/4/2025,2,11,6.71,8.05,111,N,1,3
242,20/2/2025,2,15,6.71,8.05,29,N,2,9
243,8/6/2025,2,13,6.71,8.05,86,N,2,8
244,20/6/2025,2,9,6.71,8.05,80,N,2,8
245,10/8/2025,2,5,6.71,8.05,48,N,2,3
246,28/12/2025,2,1,6.71,8.05,42,N,2,5
247,23/3/2025,2,1,6.71,8.05,90,N,1,2
248,17/6/2025,2,17,6.71,8.05,89,N,1,4
249,30/4/2025,2,9,6.71,8.05,139,N,2,2
250,15/10/2025,2,2,6.71,8.05,93,N,1,9
251,16/7/2025,2,9,6.71,8.05,108,N,2,9
252,6/3/2025,2,11,6.71,8.05,141,N,1,1
253,15/11/2025,2,17,6.71,8.05,91,N,1,3
254,30/1/2025,2,6,6.71,8.05,147,N,2,3
255,4/11/2025,2,3,6.71,8.05,24,N,1,5
256,4/9/2025,2,11,6.71,8.05,112,N,2,10
257,19/3/2025,2,1,6.71,8.05,130,C,2,8
258,27/11/2025,2,17,6.71,8.05,71,N,2,7
259,8/6/2025,2,9,6.71,8.05,32,N,1,5
260,24/5/2025,2,18,6.71,8.05,71,N,1,8
261,9/1/2025,2,9,6.71,8.05,51,N,1,3
262,12/7/2025,2,12,6.71,8.05,7,N,1,10
263,23/1/2025,2,17,6.71,8.05,16,N,1,2
264,3/11/2025,2,15,6.71,8.05,16,N,2,4
265,11/10/2025,2,2,6.71,8.05,36,N,2,3
266,8/9/2025,2,12,6.71,8.05,54,N,2,4
267,2/9/2025,2,6,6.71,8.05,38,N,2,2
268,12/10/2025,2,1,6.71,8.05,113,N,2,4
269,26/1/2025,2,4,6.71,8.05,91,N,1,7
270,12/11/2025,2,18,6.71,8.05,18,N,2,2
271,1/1/2025,2,18,6.71,8.05,134,N,1,7
272,26/3/2025,2,13,6.71,8.05,31,N,1,2
273,28/2/2025,2,5,6.71,8.05,91,N,2,8
274,16/1/2025,2,11,6.71,8.05,61,N,2,10
275,26/4/2025,2,6,6.71,8.05,51,N,1,5
276,22/4/2025,2,7,6.71,8.05,136,N,1,7
277,27/10/2025,2,14,6.71,8.05,80,N,2,5
278,11/3/2025,2,18,6.71,8.05,136,N,2,3
279,15/1/2025,2,10,6.71,8.05,121,C,1,1
280,24/4/2025,2,17,6.71,8.05,78,N,1,5
281,22/4/2025,2,14,6.71,8.05,1,N,2,1
282,20/12/2025,2,15,6.71,8.05,28,N,1,5
283,2/11/2025,2,14,6.71,8.05,8,N,2,7
284,15/3/2025,2,9,6.71,8.05,103,N,1,7
285,28/3/2025,2,11,6.71,8.05,33,N,1,6
286,28/9/2025,2,14,6.71,8.05,55,N,1,4
287,2/6/2025,2,10,6.71,8.05,100,N,2,2
288,13/8/2025,2,17,6.71,8.05,123,N,1,5
289,17/8/2025,2,6,6.71,8.05,118,N,1,6
290,3/2/2025,2,6,6.71,8.05,19,N,2,8
291,10/9/2025,2,6,6.71,8.05,108,N,1,7
292,1/9/2025,2,15,6.71,8.05,130,N,1,5
293,21/9/2025,2,16,6.71,8.05,144,N,2,8
294,30/3/2025,2,1,6.71,8.05,59,N,2,10
295,4/4/2025,2,9,6.71,8.05,117,N,1,8
296,31/3/2025,2,8,6.71,8.05,106,N,1,4
297,27/8/2025,2,17,6.71,8.05,127,N,1,5
298,14/5/2025,2,6,6.71,8.05,55,N,2,10
299,18/1/2025,2,2,6.71,8.05,40,N,1,8
300,25/10/2025,2,1,6.71,8.05,114,N,1,2
301,5/3/2025,2,2,6.71,8.05,33,N,1,9
302,7/11/2025,2,11,6.71,8.05,140,N,2,3
303,27/11/2025,2,16,6.71,8.05,15,N,2,1
304,21/1/2025,2,7,6.71,8.05,16,N,1,1
305,4/10/2025,2,18,6.71,8.05,139,N,2,2
306,25/12/2025,2,14,6.71,8.05,59,N,2,3
307,13/6/2025,2,18,6.71,8.05,92,N,1,2
308,10/10/2025,2,13,6.71,8.05,145,N,2,8
309,24/10/2025,2,15,6.71,8.05,118,N,2,6
310,17/4/2025,2,9,6.71,8.05,89,N,2,2
311,22/12/2025,2,14,6.71,8.05,39,N,1,3
312,12/9/2025,2,1,6.71,8.05,34,N,2,1
313,18/5/2025,2,7,6.71,8.05,98,N,2,7
314,10/3/2025,2,11,6.71,8.05,114,N,1,4
315,11/12/2025,2,3,6.71,8.05,81,N,2,7
316,24/2/2025,2,3,6.71,8.05,143,N,1,8
317,15/6/2025,2,6,6.71,8.05,102,N,2,8
318,30/8/2025,2,3,6.71,8.05,105,N,1,2
319,24/4/2025,2,13,6.71,8.05,11,N,1,5
320,7/7/2025,2,11,6.71,8.05,146,N,1,5
321,8/11/2025,2,4,6.71,8.05,127,N,2,3
322,22/6/2025,2,3,6.71,8.05,91,N,1,9
323,26/9/2025,2,10,6.71,8.05,87,N,2,1
324,11/11/2025,2,14,6.71,8.05,114,N,2,5
325,18/2/2025,2,16,6.71,8.05,50,N,1,2
326,8/12/2025,2,18,6.71,8.05,103,N,2,6
327,30/6/2025,2,18,6.71,8.05,47,N,1,5
328,22/6/2025,2,13,6.71,8.05,146,N,1,4
329,20/7/2025,2,16,6.71,8.05,102,N,1,9
330,24/1/2025,2,9,6.71,8.05,142,N,2,2
331,5/7/2025,2,11,6.71,8.05,105,N,2,4
332,21/8/2025,2,5,6.71,8.05,128,N,1,4
333,29/8/2025,2,5,6.71,8.05,124,N,2,9
334,19/9/2025,2,7,6.71,8.05,75,N,2,10
335,16/11/2025,2,8,6.71,8.05,103,C,2,8
336,20/12/2025,2,4,6.71,8.05,20,N,2,2
337,24/12/2025,2,5,6.71,8.05,139,N,1,3
338,6/7/2025,2,2,6.71,8.05,65,N,2,8
339,16/7/2025,2,1,6.71,8.05,41,N,1,5
340,10/4/2025,2,10,6.71,8.05,129,N,1,3
341,11/3/2025,2,10,6.71,8.05,98,N,1,1
342,28/12/2025,2,7,6.71,8.05,14,N,2,9
343,13/5/2025,2,14,6.71,8.05,43,N,1,3
344,12/8/2025,2,15,6.71,8.05,29,N,1,3
345,31/10/2025,2,15,6.71,8.05,19,C,1,7
346,19/10/2025,2,1,6.71,8.05,11,N,2,2
347,16/3/2025,2,13,6.71,8.05,124,N,2,3
348,11/5/2025,2,12,6.71,8.05,8,N,2,1
349,1/8/2025,2,5,6.71,8.05,137,N,1,6
350,27/6/2025,2,1,6.71,8.05,88,N,2,3
351,10/6/2025,2,7,6.71,8.05,111,N,1,1
352,2/10/2025,2,5,6.71,8.05,43,C,1,5
353,17/10/2025,2,15,6.71,8.05,18,N,1,8
354,20/4/2025,2,10,6.71,8.05,149,N,1,2
355,30/9/2025,2,3,6.71,8.05,80,N,1,10
356,19/11/2025,2,7,6.71,8.05,13,N,2,5
357,29/3/2025,2,2,6.71,8.05,23,N,1,5
358,18/7/2025,2,10,6.71,8.05,81,N,2,5
359,14/2/2025,2,12,6.71,8.05,44,N,2,9
360,2/3/2025,2,16,6.71,8.05,66,N,2,10
361,18/4/2025,2,12,6.71,8.05,5,N,1,3
362,20/5/2025,2,8,6.71,8.05,90,N,1,4
363,24/12/2025,2,11,6.71,8.05,112,N,2,1
364,1/11/2025,2,11,6.71,8.05,38,N,1,4
365,23/3/2025,2,16,6.71,8.05,71,N,1,6
366,7/12/2025,2,10,6.71,8.05,61,N,1,4
367,8/5/2025,2,3,6.71,8.05,56,N,2,9
368,13/7/2025,2,1,6.71,8.05,126,N,2,7
369,10/4/2025,2,9,6.71,8.05,46,N,1,9
370,18/11/2025,2,8,6.71,8.05,36,N,2,9
371,24/4/2025,2,18,6.71,8.05,109,N,1,9
372,31/8/2025,2,7,6.71,8.05,118,N,1,6
373,24/12/2025,2,8,6.71,8.05,85,N,2,7
374,12/1/2025,2,5,6.71,8.05,1,N,1,9
375,3/7/2025,2,9,6.71,8.05,128,N,2,2
376,2/5/2025,2,8,6.71,8.05,8,N,1,10
377,2/5/2025,2,16,6.71,8.05,13,N,2,4
378,8/7/2025,2,5,6.71,8.05,39,N,1,2
379,20/2/2025,2,13,6.71,8.05,124,N,2,3
380,14/8/2025,2,1,6.71,8.05,112,N,1,4
381,16/3/2025,2,10,6.71,8.05,14,N,2,10
382,7/4/2025,2,16,6.71,8.05,58,N,1,9
383,22/4/2025,2,8,6.71,8.05,142,N,1,1
384,16/9/2025,2,10,6.71,8.05,62,N,1,4
385,8/11/2025,2,16,6.71,8.05,130,N,2,3
386,20/5/2025,2,11,6.71,8.05,142,C,2,3
387,10/12/2025,2,13,6.71,8.05,80,N,2,7
388,4/1/2025,2,6,6.71,8.05,96,N,2,5
389,29/6/2025,2,10,6.71,8.05,45,N,1,10
390,23/12/2025,2,11,6.71,8.05,21,N,1,4
391,20/4/2025,2,12,6.71,8.05,114,N,1,4
392,15/10/2025,2,14,6.71,8.05,11,N,1,9
393,18/2/2025,2,5,6.71,8.05,10,N,2,3
394,31/5/2025,2,9,6.71,8.05,131,N,2,10
395,11/10/2025,2,12,6.71,8.05,36,N,2,1
396,11/12/2025,2,2,6.71,8.05,12,N,2,8
397,14/3/2025,2,8,6.71,8.05,7,N,1,6
398,18/3/2025,2,5,6.71,8.05,120,N,1,2
399,9/9/2025,2,5,6.71,8.05,138,N,1,5
400,22/7/2025,3,8,60.22,72.26,47,C,2,3
401,2/3/2025,3,12,60.22,72.26,111,N,1,8
402,14/2/2025,3,13,60.22,72.26,99,N,2,3
403,12/7/2025,3,18,60.22,72.26,1,N,2,3
404,4/10/2025,3,3,60.22,72.26,114,N,1,8
405,21/9/2025,3,6,60.22,72.26,54,N,2,5
406,10/12/2025,3,8,60.22,72.26,18,N,1,4
407,28/4/2025,3,9,60.22,72.26,19,N,2,7
408,9/7/2025,3,3,60.22,72.26,111,N,2,7
409,15/12/2025,3,2,60.22,72.26,72,N,1,10
410,24/6/2025,3,4,60.22,72.26,98,N,1,4
411,23/12/2025,3,8,60.22,72.26,25,N,1,6
412,30/7/2025,3,8,60.22,72.26,72,N,2,7
413,7/4/2025,3,4,60.22,72.26,55,N,2,3
414,16/7/2025,3,4,60.22,72.26,70,N,2,3
415,12/9/2025,3,7,60.22,72.26,135,N,2,2
416,27/9/2025,3,7,60.22,72.26,57,N,1,1
417,15/2/2025,3,15,60.22,72.26,51,N,1,6
418,28/10/2025,3,1,60.22,72.26,41,N,1,6
419,9/3/2025,3,9,60.22,72.26,69,N,2,1
420,11/8/2025,3,7,60.22,72.26,14,N,2,7
421,20/4/2025,3,11,60.22,72.26,42,N,1,5
422,8/8/2025,3,13,60.22,72.26,52,N,1,4
423,25/6/2025,3,15,60.22,72.26,59,N,1,4
424,11/2/2025,3,16,60.22,72.26,112,N,2,1
425,27/12/2025,3,12,60.22,72.26,25,N,2,6
426,21/11/2025,3,4,60.22,72.26,57,N,1,6
427,19/11/2025,3,1,60.22,72.26,115,N,2,5
428,3/1/2025,3,17,60.22,72.26,48,N,1,9
429,22/4/2025,3,6,60.22,72.26,112,N,1,1
430,24/12/2025,3,13,60.22,72.26,133,N,1,10
431,12/8/2025,3,12,60.22,72.26,11,N,2,2
432,31/7/2025,3,4,60.22,72.26,104,N,1,8
433,12/7/2025,3,2,60.22,72.26,128,N,1,10
434,8/6/2025,3,7,60.22,72.26,92,N,2,1
435,29/1/2025,3,11,60.22,72.26,24,N,1,5
436,25/3/2025,3,18,60.22,72.26,42,N,1,4
437,10/2/2025,3,6,60.22,72.26,148,C,1,3
438,8/6/2025,3,10,60.22,72.26,84,N,1,7
439,22/2/2025,3,3,60.22,72.26,103,N,2,4
440,6/2/2025,3,3,60.22,72.26,83,N,1,9
441,2/3/2025,3,6,60.22,72.26,111,N,2,2
442,8/6/2025,3,7,60.22,72.26,85,N,1,3
443,30/1/2025,3,15,60.22,72.26,42,N,1,8
444,23/9/2025,3,9,60.22,72.26,5,C,2,5
445,5/5/2025,3,6,60.22,72.26,87,N,2,4
446,31/7/2025,3,2,60.22,72.26,91,C,2,4
447,23/6/2025,3,9,60.22,72.26,129,N,2,2
448,12/4/2025,3,17,60.22,72.26,49,N,2,4
449,14/7/2025,3,2,60.22,72.26,52,N,2,9
450,16/5/2025,3,8,60.22,72.26,140,N,2,5
451,20/9/2025,3,18,60.22,72.26,79,N,1,5
452,17/12/2025,3,17,60.22,72.26,91,N,2,6
453,14/12/2025,3,9,60.22,72.26,74,N,1,1
454,1/3/2025,3,14,60.22,72.26,91,N,2,5
455,6/2/2025,3,14,60.22,72.26,96,N,2,7
456,3/11/2025,3,2,60.22,72.26,67,N,2,5
457,31/8/2025,3,17,60.22,72.26,23,N,2,1
458,20/12/2025,3,17,60.22,72.26,58,N,2,1
459,20/6/2025,3,16,60.22,72.26,132,N,2,5
460,16/5/2025,3,12,60.22,72.26,104,N,2,6
461,31/7/2025,3,7,60.22,72.26,26,N,2,2
462,18/6/2025,3,2,60.22,72.26,67,N,1,1
463,6/8/2025,3,17,60.22,72.26,82,N,1,3
464,15/3/2025,3,13,60.22,72.26,109,N,1,3
465,13/10/2025,3,13,60.22,72.26,50,N,1,3
466,12/3/2025,3,17,60.22,72.26,27,N,1,10
467,19/11/2025,3,1,60.22,72.26,82,C,1,1
468,2/5/2025,3,1,60.22,72.26,82,N,2,2
469,31/5/2025,3,10,60.22,72.26,100,N,2,5
470,31/1/2025,3,5,60.22,72.26,9,N,1,9
471,23/8/2025,3,18,60.22,72.26,105,N,2,3
472,31/1/2025,3,8,60.22,72.26,95,N,1,10
473,9/9/2025,3,12,60.22,72.26,138,N,2,8
474,13/1/2025,3,18,60.22,72.26,52,N,2,6
475,6/10/2025,3,18,60.22,72.26,111,N,1,7
476,1/11/2025,3,7,60.22,72.26,43,N,2,2
477,26/1/2025,3,16,60.22,72.26,93,N,2,6
